NAME,total_pop,median_income,ZCTA5CE20
ZCTA5 20373,321,,20373
ZCTA5 20388,0,,20388
ZCTA5 20390,331,,20390
ZCTA5 20408,0,,20408
ZCTA5 20415,0,,20415
ZCTA5 20418,0,,20418
ZCTA5 20422,54,,20422
ZCTA5 20427,0,,20427
ZCTA5 20431,0,,20431
ZCTA5 20510,0,,20510
ZCTA5 20515,0,,20515
ZCTA5 20520,0,,20520
ZCTA5 20530,0,,20530
ZCTA5 20535,0,,20535
ZCTA5 20540,0,,20540
ZCTA5 20542,0,,20542
ZCTA5 20551,0,,20551
ZCTA5 20560,0,,20560
ZCTA5 20565,0,,20565
ZCTA5 20566,0,,20566
ZCTA5 20591,0,,20591
ZCTA5 20601,27328,115742.0,20601
ZCTA5 20602,28988,102536.0,20602
ZCTA5 20603,32495,132753.0,20603
ZCTA5 20606,247,174750.0,20606
ZCTA5 20607,12080,151475.0,20607
ZCTA5 20608,603,102647.0,20608
ZCTA5 20609,1240,112625.0,20609
ZCTA5 20611,1127,129598.0,20611
ZCTA5 20612,147,,20612
ZCTA5 20613,14800,145445.0,20613
ZCTA5 20615,524,183393.0,20615
ZCTA5 20616,6792,118864.0,20616
ZCTA5 20617,630,123438.0,20617
ZCTA5 20618,1087,78654.0,20618
ZCTA5 20619,13925,110960.0,20619
ZCTA5 20620,1325,154128.0,20620
ZCTA5 20621,775,,20621
ZCTA5 20622,5471,121908.0,20622
ZCTA5 20623,2457,116475.0,20623
ZCTA5 20624,990,128977.0,20624
ZCTA5 20625,1248,126657.0,20625
ZCTA5 20626,239,56806.0,20626
ZCTA5 20628,631,111550.0,20628
ZCTA5 20629,1072,86861.0,20629
ZCTA5 20630,307,193274.0,20630
ZCTA5 20632,802,196250.0,20632
ZCTA5 20634,7853,131042.0,20634
ZCTA5 20636,11089,151193.0,20636
ZCTA5 20637,6221,141382.0,20637
ZCTA5 20639,15058,144035.0,20639
ZCTA5 20640,10629,88750.0,20640
ZCTA5 20645,763,119167.0,20645
ZCTA5 20646,21248,130168.0,20646
ZCTA5 20650,15522,137854.0,20650
ZCTA5 20653,27053,96650.0,20653
ZCTA5 20656,203,,20656
ZCTA5 20657,21054,110669.0,20657
ZCTA5 20658,978,93864.0,20658
ZCTA5 20659,23346,115729.0,20659
ZCTA5 20660,0,,20660
ZCTA5 20661,0,,20661
ZCTA5 20662,2590,76250.0,20662
ZCTA5 20664,2780,93313.0,20664
ZCTA5 20667,159,,20667
ZCTA5 20670,1403,53125.0,20670
ZCTA5 20674,807,165650.0,20674
ZCTA5 20675,2060,128325.0,20675
ZCTA5 20676,2897,161071.0,20676
ZCTA5 20677,2055,156161.0,20677
ZCTA5 20678,12874,115710.0,20678
ZCTA5 20680,588,,20680
ZCTA5 20684,627,137188.0,20684
ZCTA5 20685,6750,119792.0,20685
ZCTA5 20686,963,,20686
ZCTA5 20687,360,143468.0,20687
ZCTA5 20688,1170,89295.0,20688
ZCTA5 20689,1884,174750.0,20689
ZCTA5 20690,843,139500.0,20690
ZCTA5 20692,721,154833.0,20692
ZCTA5 20693,1210,141875.0,20693
ZCTA5 20695,11455,121528.0,20695
ZCTA5 20701,794,79236.0,20701
ZCTA5 20705,28660,102816.0,20705
ZCTA5 20706,43797,99555.0,20706
ZCTA5 20707,36352,97720.0,20707
ZCTA5 20708,27909,80569.0,20708
ZCTA5 20710,9781,58884.0,20710
ZCTA5 20711,7435,86633.0,20711
ZCTA5 20712,9630,64674.0,20712
ZCTA5 20714,4767,86534.0,20714
ZCTA5 20715,26244,139056.0,20715
ZCTA5 20716,22340,119507.0,20716
ZCTA5 20720,26253,158598.0,20720
ZCTA5 20721,30785,162538.0,20721
ZCTA5 20722,6218,82241.0,20722
ZCTA5 20723,35845,128226.0,20723
ZCTA5 20724,18345,105757.0,20724
ZCTA5 20732,10676,130008.0,20732
ZCTA5 20733,2669,128864.0,20733
ZCTA5 20735,39399,124371.0,20735
ZCTA5 20736,9274,158924.0,20736
ZCTA5 20737,24438,85752.0,20737
ZCTA5 20740,36583,79446.0,20740
ZCTA5 20742,4263,,20742
ZCTA5 20743,38692,73023.0,20743
ZCTA5 20744,55820,121068.0,20744
ZCTA5 20745,29355,77869.0,20745
ZCTA5 20746,28078,78754.0,20746
ZCTA5 20747,39279,71259.0,20747
ZCTA5 20748,40763,79381.0,20748
ZCTA5 20751,2081,115451.0,20751
ZCTA5 20754,7344,166976.0,20754
ZCTA5 20755,10011,94110.0,20755
ZCTA5 20758,542,112065.0,20758
ZCTA5 20759,6125,246618.0,20759
ZCTA5 20762,3099,83966.0,20762
ZCTA5 20763,2219,98621.0,20763
ZCTA5 20764,3280,112500.0,20764
ZCTA5 20765,604,139167.0,20765
ZCTA5 20769,6812,155794.0,20769
ZCTA5 20770,28458,80876.0,20770
ZCTA5 20771,0,,20771
ZCTA5 20772,52596,131973.0,20772
ZCTA5 20774,51010,118595.0,20774
ZCTA5 20776,2966,118092.0,20776
ZCTA5 20777,3220,215833.0,20777
ZCTA5 20778,2564,178854.0,20778
ZCTA5 20779,992,109931.0,20779
ZCTA5 20781,13299,89281.0,20781
ZCTA5 20782,34625,82037.0,20782
ZCTA5 20783,50387,79040.0,20783
ZCTA5 20784,32191,80170.0,20784
ZCTA5 20785,41281,83146.0,20785
ZCTA5 20794,16035,111200.0,20794
ZCTA5 20812,282,194375.0,20812
ZCTA5 20814,30234,149657.0,20814
ZCTA5 20815,31080,185873.0,20815
ZCTA5 20816,17390,228311.0,20816
ZCTA5 20817,37795,231292.0,20817
ZCTA5 20818,1787,211196.0,20818
ZCTA5 20832,25488,160287.0,20832
ZCTA5 20833,7949,195564.0,20833
ZCTA5 20837,6651,193264.0,20837
ZCTA5 20838,368,195938.0,20838
ZCTA5 20839,161,,20839
ZCTA5 20841,9312,177588.0,20841
ZCTA5 20842,1927,152917.0,20842
ZCTA5 20850,51072,125268.0,20850
ZCTA5 20851,14659,107578.0,20851
ZCTA5 20852,48379,121550.0,20852
ZCTA5 20853,31794,146075.0,20853
ZCTA5 20854,49320,241697.0,20854
ZCTA5 20855,16558,146036.0,20855
ZCTA5 20860,2279,152768.0,20860
ZCTA5 20861,3031,175250.0,20861
ZCTA5 20862,268,192083.0,20862
ZCTA5 20866,16680,137990.0,20866
ZCTA5 20868,630,106050.0,20868
ZCTA5 20871,27420,162472.0,20871
ZCTA5 20872,12932,129775.0,20872
ZCTA5 20874,61922,108211.0,20874
ZCTA5 20876,26572,107542.0,20876
ZCTA5 20877,38524,86134.0,20877
ZCTA5 20878,65954,141902.0,20878
ZCTA5 20879,27489,100324.0,20879
ZCTA5 20880,604,131528.0,20880
ZCTA5 20882,13962,171903.0,20882
ZCTA5 20886,34692,94586.0,20886
ZCTA5 20889,158,,20889
ZCTA5 20892,0,,20892
ZCTA5 20894,0,,20894
ZCTA5 20895,19273,165423.0,20895
ZCTA5 20896,840,250001.0,20896
ZCTA5 20899,143,19722.0,20899
ZCTA5 20901,37207,123031.0,20901
ZCTA5 20902,53308,105677.0,20902
ZCTA5 20903,25324,78649.0,20903
ZCTA5 20904,56532,90926.0,20904
ZCTA5 20905,17451,142929.0,20905
ZCTA5 20906,71560,91563.0,20906
ZCTA5 20910,45072,103813.0,20910
ZCTA5 20912,25823,80593.0,20912
ZCTA5 21001,25908,76250.0,21001
ZCTA5 21005,2703,118750.0,21005
ZCTA5 21009,32565,108703.0,21009
ZCTA5 21010,216,91667.0,21010
ZCTA5 21012,23144,136705.0,21012
ZCTA5 21013,5382,161141.0,21013
ZCTA5 21014,37097,109366.0,21014
ZCTA5 21015,30485,135454.0,21015
ZCTA5 21017,6177,96424.0,21017
ZCTA5 21023,68,76131.0,21023
ZCTA5 21028,2974,128220.0,21028
ZCTA5 21029,13817,238095.0,21029
ZCTA5 21030,25133,92333.0,21030
ZCTA5 21031,26,,21031
ZCTA5 21032,8040,142202.0,21032
ZCTA5 21034,2958,85833.0,21034
ZCTA5 21035,8360,171185.0,21035
ZCTA5 21036,2145,185195.0,21036
ZCTA5 21037,21060,127554.0,21037
ZCTA5 21040,25110,86195.0,21040
ZCTA5 21042,42528,178207.0,21042
ZCTA5 21043,47309,145000.0,21043
ZCTA5 21044,45100,123658.0,21044
ZCTA5 21045,40980,115134.0,21045
ZCTA5 21046,15894,125280.0,21046
ZCTA5 21047,13419,150593.0,21047
ZCTA5 21048,9759,125098.0,21048
ZCTA5 21050,18076,117551.0,21050
ZCTA5 21051,113,,21051
ZCTA5 21052,438,73542.0,21052
ZCTA5 21053,3051,99513.0,21053
ZCTA5 21054,15687,152232.0,21054
ZCTA5 21056,318,250001.0,21056
ZCTA5 21057,4530,163462.0,21057
ZCTA5 21060,38418,95596.0,21060
ZCTA5 21061,55172,79778.0,21061
ZCTA5 21071,526,,21071
ZCTA5 21074,15146,96367.0,21074
ZCTA5 21075,36176,126378.0,21075
ZCTA5 21076,22041,137237.0,21076
ZCTA5 21077,105,180167.0,21077
ZCTA5 21078,19820,100853.0,21078
ZCTA5 21082,694,137399.0,21082
ZCTA5 21084,7366,114200.0,21084
ZCTA5 21085,16590,100573.0,21085
ZCTA5 21087,5597,113472.0,21087
ZCTA5 21090,10346,118048.0,21090
ZCTA5 21093,38961,120947.0,21093
ZCTA5 21102,12024,110503.0,21102
ZCTA5 21104,6077,195000.0,21104
ZCTA5 21105,40,,21105
ZCTA5 21108,18046,142001.0,21108
ZCTA5 21111,4838,140966.0,21111
ZCTA5 21113,36495,116584.0,21113
ZCTA5 21114,25126,132829.0,21114
ZCTA5 21117,58516,96672.0,21117
ZCTA5 21120,7319,148090.0,21120
ZCTA5 21122,61444,118302.0,21122
ZCTA5 21128,15934,122021.0,21128
ZCTA5 21130,21,,21130
ZCTA5 21131,7722,187500.0,21131
ZCTA5 21132,3110,158550.0,21132
ZCTA5 21133,32070,83305.0,21133
ZCTA5 21136,35038,105300.0,21136
ZCTA5 21140,4255,141411.0,21140
ZCTA5 21144,37041,127055.0,21144
ZCTA5 21146,29710,171848.0,21146
ZCTA5 21152,6517,113711.0,21152
ZCTA5 21153,676,,21153
ZCTA5 21154,7059,115000.0,21154
ZCTA5 21155,3063,129231.0,21155
ZCTA5 21156,362,129583.0,21156
ZCTA5 21157,39816,96406.0,21157
ZCTA5 21158,23011,109076.0,21158
ZCTA5 21160,2716,108424.0,21160
ZCTA5 21161,5625,109848.0,21161
ZCTA5 21162,4322,138654.0,21162
ZCTA5 21163,7222,123858.0,21163
ZCTA5 21201,18305,42324.0,21201
ZCTA5 21202,20115,59098.0,21202
ZCTA5 21204,20188,92734.0,21204
ZCTA5 21205,14684,38211.0,21205
ZCTA5 21206,51020,61572.0,21206
ZCTA5 21207,51765,59822.0,21207
ZCTA5 21208,37319,89702.0,21208
ZCTA5 21209,29960,89398.0,21209
ZCTA5 21210,15005,114409.0,21210
ZCTA5 21211,15935,79909.0,21211
ZCTA5 21212,33861,94014.0,21212
ZCTA5 21213,28862,47870.0,21213
ZCTA5 21214,21510,77398.0,21214
ZCTA5 21215,53674,49523.0,21215
ZCTA5 21216,28385,46761.0,21216
ZCTA5 21217,31634,36665.0,21217
ZCTA5 21218,46548,58847.0,21218
ZCTA5 21219,9605,116000.0,21219
ZCTA5 21220,42652,77571.0,21220
ZCTA5 21221,43822,68140.0,21221
ZCTA5 21222,60013,60483.0,21222
ZCTA5 21223,20728,35541.0,21223
ZCTA5 21224,44915,86443.0,21224
ZCTA5 21225,34872,49171.0,21225
ZCTA5 21226,5902,71500.0,21226
ZCTA5 21227,35052,78626.0,21227
ZCTA5 21228,50268,102592.0,21228
ZCTA5 21229,44332,52692.0,21229
ZCTA5 21230,32883,95470.0,21230
ZCTA5 21231,14780,88091.0,21231
ZCTA5 21233,0,,21233
ZCTA5 21234,66095,80692.0,21234
ZCTA5 21236,38632,91855.0,21236
ZCTA5 21237,30983,84118.0,21237
ZCTA5 21239,28417,62547.0,21239
ZCTA5 21240,0,,21240
ZCTA5 21244,39501,80335.0,21244
ZCTA5 21250,2959,,21250
ZCTA5 21251,319,,21251
ZCTA5 21252,4456,,21252
ZCTA5 21285,10,,21285
ZCTA5 21286,21142,92722.0,21286
ZCTA5 21287,0,,21287
ZCTA5 21401,40442,114699.0,21401
ZCTA5 21402,2727,81125.0,21402
ZCTA5 21403,32207,108759.0,21403
ZCTA5 21405,383,150208.0,21405
ZCTA5 21409,20619,140236.0,21409
ZCTA5 21502,41291,56958.0,21502
ZCTA5 21520,2056,67708.0,21520
ZCTA5 21521,1426,59792.0,21521
ZCTA5 21523,133,,21523
ZCTA5 21524,740,70885.0,21524
ZCTA5 21529,575,43929.0,21529
ZCTA5 21530,1783,57115.0,21530
ZCTA5 21531,2014,56250.0,21531
ZCTA5 21532,13229,55761.0,21532
ZCTA5 21536,3945,60455.0,21536
ZCTA5 21538,571,82250.0,21538
ZCTA5 21539,2095,57143.0,21539
ZCTA5 21540,94,63125.0,21540
ZCTA5 21541,1682,58519.0,21541
ZCTA5 21542,167,,21542
ZCTA5 21543,277,,21543
ZCTA5 21545,1693,58250.0,21545
ZCTA5 21550,13640,61824.0,21550
ZCTA5 21555,1515,47917.0,21555
ZCTA5 21557,1782,40625.0,21557
ZCTA5 21560,0,,21560
ZCTA5 21561,2517,72159.0,21561
ZCTA5 21562,3248,57693.0,21562
ZCTA5 21601,23589,80434.0,21601
ZCTA5 21607,522,83472.0,21607
ZCTA5 21610,363,62750.0,21610
ZCTA5 21612,557,110778.0,21612
ZCTA5 21613,17945,51094.0,21613
ZCTA5 21617,10401,116827.0,21617
ZCTA5 21619,5776,94815.0,21619
ZCTA5 21620,13636,69842.0,21620
ZCTA5 21622,348,56375.0,21622
ZCTA5 21623,2187,69068.0,21623
ZCTA5 21624,201,87813.0,21624
ZCTA5 21625,2329,98750.0,21625
ZCTA5 21626,68,60313.0,21626
ZCTA5 21627,27,76250.0,21627
ZCTA5 21628,360,91417.0,21628
ZCTA5 21629,9988,65541.0,21629
ZCTA5 21631,2787,67181.0,21631
ZCTA5 21632,6504,59135.0,21632
ZCTA5 21634,367,49250.0,21634
ZCTA5 21635,1836,120169.0,21635
ZCTA5 21636,824,56447.0,21636
ZCTA5 21638,5064,116953.0,21638
ZCTA5 21639,4734,56173.0,21639
ZCTA5 21640,1374,77721.0,21640
ZCTA5 21641,149,69375.0,21641
ZCTA5 21643,5021,52143.0,21643
ZCTA5 21644,40,,21644
ZCTA5 21645,1231,,21645
ZCTA5 21647,450,107361.0,21647
ZCTA5 21648,181,137500.0,21648
ZCTA5 21649,2205,56806.0,21649
ZCTA5 21650,308,92000.0,21650
ZCTA5 21651,2346,76042.0,21651
ZCTA5 21652,143,120644.0,21652
ZCTA5 21653,105,,21653
ZCTA5 21654,1260,77288.0,21654
ZCTA5 21655,4753,78000.0,21655
ZCTA5 21657,1437,105648.0,21657
ZCTA5 21658,3883,124375.0,21658
ZCTA5 21659,1225,68393.0,21659
ZCTA5 21660,4100,78922.0,21660
ZCTA5 21661,2571,77875.0,21661
ZCTA5 21662,657,167647.0,21662
ZCTA5 21663,3646,76667.0,21663
ZCTA5 21664,642,66458.0,21664
ZCTA5 21665,164,150809.0,21665
ZCTA5 21666,14193,119154.0,21666
ZCTA5 21667,218,,21667
ZCTA5 21668,1842,76250.0,21668
ZCTA5 21669,186,87708.0,21669
ZCTA5 21671,805,55208.0,21671
ZCTA5 21672,113,59375.0,21672
ZCTA5 21673,2793,66163.0,21673
ZCTA5 21675,46,,21675
ZCTA5 21676,333,108244.0,21676
ZCTA5 21677,598,100481.0,21677
ZCTA5 21678,1685,75865.0,21678
ZCTA5 21679,255,,21679
ZCTA5 21701,40787,97769.0,21701
ZCTA5 21702,46596,100449.0,21702
ZCTA5 21703,39606,103028.0,21703
ZCTA5 21704,18473,162437.0,21704
ZCTA5 21705,5,,21705
ZCTA5 21710,4988,158918.0,21710
ZCTA5 21711,864,92868.0,21711
ZCTA5 21713,9999,96555.0,21713
ZCTA5 21714,272,176736.0,21714
ZCTA5 21715,12,,21715
ZCTA5 21716,6630,100043.0,21716
ZCTA5 21717,209,77375.0,21717
ZCTA5 21718,143,90000.0,21718
ZCTA5 21719,1145,74479.0,21719
ZCTA5 21722,6709,84906.0,21722
ZCTA5 21723,689,250001.0,21723
ZCTA5 21727,6588,82636.0,21727
ZCTA5 21733,1202,83313.0,21733
ZCTA5 21734,861,52794.0,21734
ZCTA5 21737,2406,250001.0,21737
ZCTA5 21738,3786,239821.0,21738
ZCTA5 21740,62760,57150.0,21740
ZCTA5 21742,34549,80306.0,21742
ZCTA5 21746,2613,,21746
ZCTA5 21750,3613,50833.0,21750
ZCTA5 21754,7260,179068.0,21754
ZCTA5 21755,5706,129085.0,21755
ZCTA5 21756,3303,92222.0,21756
ZCTA5 21757,2722,96250.0,21757
ZCTA5 21758,4610,103081.0,21758
ZCTA5 21762,176,,21762
ZCTA5 21766,544,55592.0,21766
ZCTA5 21767,873,44531.0,21767
ZCTA5 21769,12562,142887.0,21769
ZCTA5 21770,7786,175809.0,21770
ZCTA5 21771,31653,148909.0,21771
ZCTA5 21773,5553,142470.0,21773
ZCTA5 21774,15096,159542.0,21774
ZCTA5 21776,6434,106823.0,21776
ZCTA5 21777,2360,126944.0,21777
ZCTA5 21778,880,76063.0,21778
ZCTA5 21779,1731,111648.0,21779
ZCTA5 21780,1975,62043.0,21780
ZCTA5 21781,41,,21781
ZCTA5 21782,4389,82256.0,21782
ZCTA5 21783,9866,94432.0,21783
ZCTA5 21784,37219,138923.0,21784
ZCTA5 21787,10879,83669.0,21787
ZCTA5 21788,11412,90091.0,21788
ZCTA5 21790,0,,21790
ZCTA5 21791,4855,88984.0,21791
ZCTA5 21793,10882,125203.0,21793
ZCTA5 21794,2309,191458.0,21794
ZCTA5 21795,9772,84833.0,21795
ZCTA5 21797,9034,179271.0,21797
ZCTA5 21798,2699,120732.0,21798
ZCTA5 21801,30766,65750.0,21801
ZCTA5 21804,38722,64513.0,21804
ZCTA5 21810,160,127891.0,21810
ZCTA5 21811,24456,87611.0,21811
ZCTA5 21813,2927,103387.0,21813
ZCTA5 21814,81,,21814
ZCTA5 21817,4138,46875.0,21817
ZCTA5 21821,765,42250.0,21821
ZCTA5 21822,2686,42346.0,21822
ZCTA5 21824,253,83401.0,21824
ZCTA5 21826,5569,60513.0,21826
ZCTA5 21829,394,,21829
ZCTA5 21830,4837,105836.0,21830
ZCTA5 21835,382,34659.0,21835
ZCTA5 21837,3165,81173.0,21837
ZCTA5 21838,2219,85929.0,21838
ZCTA5 21840,541,,21840
ZCTA5 21841,988,83839.0,21841
ZCTA5 21842,10951,68626.0,21842
ZCTA5 21849,3366,70266.0,21849
ZCTA5 21850,3628,72368.0,21850
ZCTA5 21851,7072,47901.0,21851
ZCTA5 21853,10659,55000.0,21853
ZCTA5 21856,924,74167.0,21856
ZCTA5 21861,776,83125.0,21861
ZCTA5 21862,0,,21862
ZCTA5 21863,4913,67107.0,21863
ZCTA5 21864,778,95313.0,21864
ZCTA5 21865,393,94118.0,21865
ZCTA5 21866,104,78977.0,21866
ZCTA5 21867,24,,21867
ZCTA5 21869,943,66375.0,21869
ZCTA5 21871,1747,51500.0,21871
ZCTA5 21872,573,110709.0,21872
ZCTA5 21874,2222,75655.0,21874
ZCTA5 21875,7446,69362.0,21875
ZCTA5 21890,3071,,21890
ZCTA5 21901,19938,105876.0,21901
ZCTA5 21902,251,,21902
ZCTA5 21903,5332,73608.0,21903
ZCTA5 21904,5975,89797.0,21904
ZCTA5 21911,10804,88583.0,21911
ZCTA5 21912,1495,69732.0,21912
ZCTA5 21913,878,,21913
ZCTA5 21914,740,70347.0,21914
ZCTA5 21915,2469,87841.0,21915
ZCTA5 21917,1884,102601.0,21917
ZCTA5 21918,4462,78691.0,21918
ZCTA5 21919,3451,101806.0,21919
ZCTA5 21920,1089,113687.0,21920
ZCTA5 21921,45081,80999.0,21921
ZCTA5 21930,27,,21930
ZCTA5 22003,58872,125222.0,22003
ZCTA5 22015,44959,161698.0,22015
ZCTA5 22025,19280,134456.0,22025
ZCTA5 22026,19938,112077.0,22026
ZCTA5 22027,1974,250001.0,22027
ZCTA5 22030,61665,137664.0,22030
ZCTA5 22031,35872,126049.0,22031
ZCTA5 22032,29510,173728.0,22032
ZCTA5 22033,38610,129513.0,22033
ZCTA5 22035,0,,22035
ZCTA5 22039,17624,250001.0,22039
ZCTA5 22041,29132,86731.0,22041
ZCTA5 22042,34860,131756.0,22042
ZCTA5 22043,25843,136648.0,22043
ZCTA5 22044,14042,92889.0,22044
ZCTA5 22046,18007,176112.0,22046
ZCTA5 22060,9846,97473.0,22060
ZCTA5 22066,16925,250001.0,22066
ZCTA5 22079,36857,133274.0,22079
ZCTA5 22101,30729,250001.0,22101
ZCTA5 22102,28356,149420.0,22102
ZCTA5 22124,18449,201541.0,22124
ZCTA5 22125,874,147188.0,22125
ZCTA5 22134,7562,62688.0,22134
ZCTA5 22150,27734,112331.0,22150
ZCTA5 22151,16827,148438.0,22151
ZCTA5 22152,30155,155563.0,22152
ZCTA5 22153,32546,164084.0,22153
ZCTA5 22172,11823,103261.0,22172
ZCTA5 22180,26179,179320.0,22180
ZCTA5 22181,15698,199197.0,22181
ZCTA5 22182,26892,202411.0,22182
ZCTA5 22191,72215,101659.0,22191
ZCTA5 22192,59238,118518.0,22192
ZCTA5 22193,83796,116428.0,22193
ZCTA5 22201,38010,140453.0,22201
ZCTA5 22202,28084,137736.0,22202
ZCTA5 22203,25753,123315.0,22203
ZCTA5 22204,52359,105674.0,22204
ZCTA5 22205,18523,206369.0,22205
ZCTA5 22206,20553,130772.0,22206
ZCTA5 22207,34647,227941.0,22207
ZCTA5 22209,13173,112550.0,22209
ZCTA5 22211,1205,224000.0,22211
ZCTA5 22213,4150,200833.0,22213
ZCTA5 22214,0,,22214
ZCTA5 22301,13807,188538.0,22301
ZCTA5 22302,18081,120081.0,22302
ZCTA5 22303,16321,102386.0,22303
ZCTA5 22304,49711,98238.0,22304
ZCTA5 22305,17051,104615.0,22305
ZCTA5 22306,32842,88759.0,22306
ZCTA5 22307,10202,132198.0,22307
ZCTA5 22308,12980,201484.0,22308
ZCTA5 22309,36265,105683.0,22309
ZCTA5 22310,29788,154936.0,22310
ZCTA5 22311,19531,84948.0,22311
ZCTA5 22312,26573,101374.0,22312
ZCTA5 22314,35577,143031.0,22314
ZCTA5 22315,29358,148530.0,22315
ZCTA5 22401,28218,83288.0,22401
ZCTA5 22405,35795,123923.0,22405
ZCTA5 22406,26702,116784.0,22406
ZCTA5 22407,62301,102999.0,22407
ZCTA5 22408,31130,109884.0,22408
ZCTA5 22427,4364,62545.0,22427
ZCTA5 22432,158,61711.0,22432
ZCTA5 22433,241,72898.0,22433
ZCTA5 22435,2638,60706.0,22435
ZCTA5 22436,832,58837.0,22436
ZCTA5 22437,781,98482.0,22437
ZCTA5 22438,261,98359.0,22438
ZCTA5 22443,10297,55414.0,22443
ZCTA5 22448,723,82188.0,22448
ZCTA5 22454,1938,55598.0,22454
ZCTA5 22460,1818,61541.0,22460
ZCTA5 22469,2052,50606.0,22469
ZCTA5 22472,958,,22472
ZCTA5 22473,5490,67660.0,22473
ZCTA5 22476,188,48942.0,22476
ZCTA5 22480,901,63036.0,22480
ZCTA5 22482,3169,47317.0,22482
ZCTA5 22485,26262,103931.0,22485
ZCTA5 22488,609,65091.0,22488
ZCTA5 22503,3920,61552.0,22503
ZCTA5 22504,138,95962.0,22504
ZCTA5 22508,15384,109107.0,22508
ZCTA5 22509,75,28656.0,22509
ZCTA5 22511,967,92631.0,22511
ZCTA5 22514,2402,66413.0,22514
ZCTA5 22520,4673,64464.0,22520
ZCTA5 22529,206,138750.0,22529
ZCTA5 22534,3452,122724.0,22534
ZCTA5 22535,440,73711.0,22535
ZCTA5 22538,125,4016.0,22538
ZCTA5 22539,1857,81556.0,22539
ZCTA5 22542,1928,84525.0,22542
ZCTA5 22546,17371,92904.0,22546
ZCTA5 22548,59,,22548
ZCTA5 22551,22035,99854.0,22551
ZCTA5 22553,16746,117195.0,22553
ZCTA5 22554,62257,137633.0,22554
ZCTA5 22556,31200,126219.0,22556
ZCTA5 22560,6677,49631.0,22560
ZCTA5 22567,3122,96136.0,22567
ZCTA5 22572,6449,63854.0,22572
ZCTA5 22576,1554,77262.0,22576
ZCTA5 22578,2546,86357.0,22578
ZCTA5 22580,5382,90524.0,22580
ZCTA5 22601,29306,63671.0,22601
ZCTA5 22602,32032,100029.0,22602
ZCTA5 22603,16848,79454.0,22603
ZCTA5 22610,1625,94957.0,22610
ZCTA5 22611,9219,113406.0,22611
ZCTA5 22620,2607,109180.0,22620
ZCTA5 22623,955,111071.0,22623
ZCTA5 22624,3371,89722.0,22624
ZCTA5 22625,3251,98000.0,22625
ZCTA5 22627,775,104122.0,22627
ZCTA5 22630,34942,77870.0,22630
ZCTA5 22637,2279,76393.0,22637
ZCTA5 22639,681,133988.0,22639
ZCTA5 22640,446,97125.0,22640
ZCTA5 22641,222,64438.0,22641
ZCTA5 22642,4218,96389.0,22642
ZCTA5 22643,111,,22643
ZCTA5 22644,2555,79811.0,22644
ZCTA5 22645,4430,69554.0,22645
ZCTA5 22646,39,,22646
ZCTA5 22650,860,66773.0,22650
ZCTA5 22652,1553,93802.0,22652
ZCTA5 22654,1283,70920.0,22654
ZCTA5 22655,22161,99208.0,22655
ZCTA5 22656,4754,103654.0,22656
ZCTA5 22657,11420,59414.0,22657
ZCTA5 22660,1685,73958.0,22660
ZCTA5 22663,1076,109375.0,22663
ZCTA5 22664,9650,59417.0,22664
ZCTA5 22701,35749,90197.0,22701
ZCTA5 22709,1221,83214.0,22709
ZCTA5 22711,65,,22711
ZCTA5 22712,9636,105020.0,22712
ZCTA5 22713,1902,99861.0,22713
ZCTA5 22714,1034,91360.0,22714
ZCTA5 22715,1976,93450.0,22715
ZCTA5 22716,1102,131510.0,22716
ZCTA5 22718,788,81750.0,22718
ZCTA5 22719,137,100357.0,22719
ZCTA5 22720,1276,144571.0,22720
ZCTA5 22722,434,,22722
ZCTA5 22723,48,,22723
ZCTA5 22724,2424,171957.0,22724
ZCTA5 22725,28,,22725
ZCTA5 22726,821,79205.0,22726
ZCTA5 22727,5834,59180.0,22727
ZCTA5 22728,3120,100776.0,22728
ZCTA5 22729,1184,,22729
ZCTA5 22730,215,,22730
ZCTA5 22731,372,81462.0,22731
ZCTA5 22732,251,,22732
ZCTA5 22733,1506,68320.0,22733
ZCTA5 22734,3743,88342.0,22734
ZCTA5 22735,2100,73333.0,22735
ZCTA5 22736,800,,22736
ZCTA5 22737,3307,94548.0,22737
ZCTA5 22738,1106,96875.0,22738
ZCTA5 22740,861,91225.0,22740
ZCTA5 22741,271,178646.0,22741
ZCTA5 22742,1443,111083.0,22742
ZCTA5 22743,333,41513.0,22743
ZCTA5 22746,660,130372.0,22746
ZCTA5 22747,1236,113750.0,22747
ZCTA5 22749,238,,22749
ZCTA5 22801,39154,64277.0,22801
ZCTA5 22802,29066,58032.0,22802
ZCTA5 22807,5601,,22807
ZCTA5 22810,569,61818.0,22810
ZCTA5 22811,436,51667.0,22811
ZCTA5 22812,10078,75000.0,22812
ZCTA5 22815,8954,68151.0,22815
ZCTA5 22820,257,,22820
ZCTA5 22821,5666,72328.0,22821
ZCTA5 22824,6352,71629.0,22824
ZCTA5 22827,10801,60691.0,22827
ZCTA5 22830,2135,58915.0,22830
ZCTA5 22831,650,49831.0,22831
ZCTA5 22832,1097,61875.0,22832
ZCTA5 22834,1349,84643.0,22834
ZCTA5 22835,11596,53184.0,22835
ZCTA5 22840,4882,90694.0,22840
ZCTA5 22841,3130,68250.0,22841
ZCTA5 22842,5647,51897.0,22842
ZCTA5 22843,2636,79773.0,22843
ZCTA5 22844,4711,57708.0,22844
