NAME,total_pop,median_income,ZCTA5CE20
ZCTA5 61359,431,45625.0,61359
ZCTA5 61360,3379,91822.0,61360
ZCTA5 61361,1351,87535.0,61361
ZCTA5 61362,5855,61721.0,61362
ZCTA5 61363,300,45625.0,61363
ZCTA5 61364,18245,52845.0,61364
ZCTA5 61367,902,56935.0,61367
ZCTA5 61368,1314,70313.0,61368
ZCTA5 61369,1393,58984.0,61369
ZCTA5 61370,1168,81875.0,61370
ZCTA5 61371,85,,61371
ZCTA5 61372,269,76250.0,61372
ZCTA5 61373,2117,100231.0,61373
ZCTA5 61374,46,56563.0,61374
ZCTA5 61375,1163,77500.0,61375
ZCTA5 61376,1960,55398.0,61376
ZCTA5 61377,1469,46750.0,61377
ZCTA5 61378,493,100139.0,61378
ZCTA5 61379,1224,54345.0,61379
ZCTA5 61401,30809,45426.0,61401
ZCTA5 61402,1748,,61402
ZCTA5 61410,3730,58021.0,61410
ZCTA5 61411,346,87702.0,61411
ZCTA5 61412,1154,58426.0,61412
ZCTA5 61413,1012,68194.0,61413
ZCTA5 61414,794,61161.0,61414
ZCTA5 61415,1684,57083.0,61415
ZCTA5 61416,247,31071.0,61416
ZCTA5 61417,237,78750.0,61417
ZCTA5 61418,658,106875.0,61418
ZCTA5 61419,151,52321.0,61419
ZCTA5 61420,1002,61518.0,61420
ZCTA5 61421,1407,57614.0,61421
ZCTA5 61422,3042,55259.0,61422
ZCTA5 61423,497,54796.0,61423
ZCTA5 61424,34,62917.0,61424
ZCTA5 61425,392,51800.0,61425
ZCTA5 61426,105,,61426
ZCTA5 61427,2095,68500.0,61427
ZCTA5 61428,1162,77917.0,61428
ZCTA5 61430,618,70536.0,61430
ZCTA5 61431,315,48558.0,61431
ZCTA5 61432,686,64167.0,61432
ZCTA5 61433,22,,61433
ZCTA5 61434,2986,58317.0,61434
ZCTA5 61435,155,,61435
ZCTA5 61436,787,76397.0,61436
ZCTA5 61437,664,72778.0,61437
ZCTA5 61438,691,64779.0,61438
ZCTA5 61439,250,55500.0,61439
ZCTA5 61440,774,61429.0,61440
ZCTA5 61441,815,59333.0,61441
ZCTA5 61442,678,62788.0,61442
ZCTA5 61443,13584,48020.0,61443
ZCTA5 61447,1133,85750.0,61447
ZCTA5 61448,4076,73295.0,61448
ZCTA5 61449,229,46917.0,61449
ZCTA5 61450,1756,60921.0,61450
ZCTA5 61451,225,122639.0,61451
ZCTA5 61452,146,48333.0,61452
ZCTA5 61453,691,60625.0,61453
ZCTA5 61454,505,51875.0,61454
ZCTA5 61455,17653,43193.0,61455
ZCTA5 61458,464,66250.0,61458
ZCTA5 61459,348,80000.0,61459
ZCTA5 61460,179,72656.0,61460
ZCTA5 61462,10855,62679.0,61462
ZCTA5 61465,1250,55958.0,61465
ZCTA5 61466,267,69688.0,61466
ZCTA5 61467,1244,80875.0,61467
ZCTA5 61468,190,63571.0,61468
ZCTA5 61469,1926,51513.0,61469
ZCTA5 61470,505,51875.0,61470
ZCTA5 61471,136,80417.0,61471
ZCTA5 61472,387,66528.0,61472
ZCTA5 61473,1307,54722.0,61473
ZCTA5 61474,285,54338.0,61474
ZCTA5 61475,192,93641.0,61475
ZCTA5 61476,605,92750.0,61476
ZCTA5 61477,499,56250.0,61477
ZCTA5 61478,383,,61478
ZCTA5 61479,24,46000.0,61479
ZCTA5 61480,1352,75156.0,61480
ZCTA5 61482,520,72833.0,61482
ZCTA5 61483,1861,59732.0,61483
ZCTA5 61484,737,55288.0,61484
ZCTA5 61485,387,65000.0,61485
ZCTA5 61486,1450,70000.0,61486
ZCTA5 61488,1284,63684.0,61488
ZCTA5 61489,841,80455.0,61489
ZCTA5 61490,1103,70385.0,61490
ZCTA5 61491,2276,61875.0,61491
ZCTA5 61501,1646,53750.0,61501
ZCTA5 61516,754,84875.0,61516
ZCTA5 61517,3196,84803.0,61517
ZCTA5 61519,249,50278.0,61519
ZCTA5 61520,16176,54129.0,61520
ZCTA5 61523,10356,70304.0,61523
ZCTA5 61524,358,52150.0,61524
ZCTA5 61525,11543,144083.0,61525
ZCTA5 61526,808,97500.0,61526
ZCTA5 61528,3435,175824.0,61528
ZCTA5 61529,2730,86280.0,61529
ZCTA5 61530,6614,62009.0,61530
ZCTA5 61531,3144,63276.0,61531
ZCTA5 61532,410,55521.0,61532
ZCTA5 61533,2363,68158.0,61533
ZCTA5 61534,2057,91625.0,61534
ZCTA5 61535,2163,132891.0,61535
ZCTA5 61536,3207,72356.0,61536
ZCTA5 61537,2727,58864.0,61537
ZCTA5 61539,150,55250.0,61539
ZCTA5 61540,2771,69444.0,61540
ZCTA5 61541,99,48393.0,61541
ZCTA5 61542,3407,67292.0,61542
ZCTA5 61543,111,41563.0,61543
ZCTA5 61544,872,75000.0,61544
ZCTA5 61545,766,73545.0,61545
ZCTA5 61546,3791,75285.0,61546
ZCTA5 61547,3835,115545.0,61547
ZCTA5 61548,12301,106366.0,61548
ZCTA5 61550,18483,88159.0,61550
ZCTA5 61552,220,,61552
ZCTA5 61553,259,57750.0,61553
ZCTA5 61554,40775,58813.0,61554
ZCTA5 61559,3845,72415.0,61559
ZCTA5 61560,586,85114.0,61560
ZCTA5 61561,2500,72143.0,61561
ZCTA5 61562,92,,61562
ZCTA5 61563,556,51125.0,61563
ZCTA5 61564,1053,67917.0,61564
ZCTA5 61565,1433,74250.0,61565
ZCTA5 61567,500,65385.0,61567
ZCTA5 61568,4606,87583.0,61568
ZCTA5 61569,1010,79792.0,61569
ZCTA5 61570,1663,64188.0,61570
ZCTA5 61571,24712,85853.0,61571
ZCTA5 61572,1029,63750.0,61572
ZCTA5 61602,862,20000.0,61602
ZCTA5 61603,15789,41069.0,61603
ZCTA5 61604,28220,49740.0,61604
ZCTA5 61605,13776,23155.0,61605
ZCTA5 61606,7232,47311.0,61606
ZCTA5 61607,10522,73442.0,61607
ZCTA5 61610,4695,50958.0,61610
ZCTA5 61611,23447,74733.0,61611
ZCTA5 61614,28399,66930.0,61614
ZCTA5 61615,23167,81890.0,61615
ZCTA5 61616,5890,59286.0,61616
ZCTA5 61625,438,,61625
ZCTA5 61701,35480,54799.0,61701
ZCTA5 61704,37517,87354.0,61704
ZCTA5 61705,12746,109606.0,61705
ZCTA5 61720,319,69712.0,61720
ZCTA5 61721,573,86583.0,61721
ZCTA5 61722,701,87500.0,61722
ZCTA5 61723,2498,77396.0,61723
ZCTA5 61724,439,83750.0,61724
ZCTA5 61725,1644,118147.0,61725
ZCTA5 61726,2508,78542.0,61726
ZCTA5 61727,9421,57928.0,61727
ZCTA5 61728,1301,73705.0,61728
ZCTA5 61729,1184,76778.0,61729
ZCTA5 61730,369,63882.0,61730
ZCTA5 61731,145,,61731
ZCTA5 61732,2017,85104.0,61732
ZCTA5 61733,870,84750.0,61733
ZCTA5 61734,2520,71000.0,61734
ZCTA5 61735,363,85078.0,61735
ZCTA5 61736,2578,104386.0,61736
ZCTA5 61737,444,66250.0,61737
ZCTA5 61738,4186,78958.0,61738
ZCTA5 61739,4635,72143.0,61739
ZCTA5 61740,1556,77179.0,61740
ZCTA5 61741,1635,84688.0,61741
ZCTA5 61742,1390,103906.0,61742
ZCTA5 61743,165,91250.0,61743
ZCTA5 61744,1506,62143.0,61744
ZCTA5 61745,4507,99844.0,61745
ZCTA5 61747,1452,84792.0,61747
ZCTA5 61748,2732,114150.0,61748
ZCTA5 61749,491,78750.0,61749
ZCTA5 61750,129,,61750
ZCTA5 61751,60,91563.0,61751
ZCTA5 61752,4461,94648.0,61752
ZCTA5 61753,3279,94069.0,61753
ZCTA5 61754,1107,94783.0,61754
ZCTA5 61755,4530,98686.0,61755
ZCTA5 61756,2564,81324.0,61756
ZCTA5 61759,1350,83542.0,61759
ZCTA5 61760,2257,58192.0,61760
ZCTA5 61761,53423,64335.0,61761
ZCTA5 61764,13688,62256.0,61764
ZCTA5 61769,673,66563.0,61769
ZCTA5 61770,1146,56500.0,61770
ZCTA5 61771,986,103750.0,61771
ZCTA5 61772,252,123529.0,61772
ZCTA5 61773,352,68542.0,61773
ZCTA5 61774,836,76250.0,61774
ZCTA5 61775,240,,61775
ZCTA5 61776,1321,103026.0,61776
ZCTA5 61777,1049,85858.0,61777
ZCTA5 61778,591,71406.0,61778
ZCTA5 61801,27965,35266.0,61801
ZCTA5 61802,19722,54251.0,61802
ZCTA5 61810,183,58750.0,61810
ZCTA5 61811,595,65673.0,61811
ZCTA5 61812,288,99167.0,61812
ZCTA5 61813,1665,75714.0,61813
ZCTA5 61814,1287,70924.0,61814
ZCTA5 61815,298,66071.0,61815
ZCTA5 61816,442,83750.0,61816
ZCTA5 61817,2471,65625.0,61817
ZCTA5 61818,1579,61389.0,61818
ZCTA5 61820,38128,33045.0,61820
ZCTA5 61821,29072,63889.0,61821
ZCTA5 61822,27929,94926.0,61822
ZCTA5 61830,422,64911.0,61830
ZCTA5 61831,139,91250.0,61831
ZCTA5 61832,32631,43660.0,61832
ZCTA5 61833,1831,49167.0,61833
ZCTA5 61834,8281,81250.0,61834
ZCTA5 61839,589,53889.0,61839
ZCTA5 61840,530,68250.0,61840
ZCTA5 61841,1057,69688.0,61841
ZCTA5 61842,2434,71474.0,61842
ZCTA5 61843,2138,87143.0,61843
ZCTA5 61844,810,93750.0,61844
ZCTA5 61845,251,105357.0,61845
ZCTA5 61846,4666,55290.0,61846
ZCTA5 61847,1194,80521.0,61847
ZCTA5 61848,263,74688.0,61848
ZCTA5 61849,1955,84712.0,61849
ZCTA5 61850,466,62639.0,61850
ZCTA5 61851,296,56991.0,61851
ZCTA5 61852,138,150046.0,61852
ZCTA5 61853,14288,112169.0,61853
ZCTA5 61854,1409,89792.0,61854
ZCTA5 61855,103,,61855
ZCTA5 61856,8315,86269.0,61856
ZCTA5 61857,146,76500.0,61857
ZCTA5 61858,2797,64375.0,61858
ZCTA5 61859,1244,103750.0,61859
ZCTA5 61862,694,135096.0,61862
ZCTA5 61863,821,98125.0,61863
ZCTA5 61864,1754,90000.0,61864
ZCTA5 61865,1395,75294.0,61865
ZCTA5 61866,13442,47703.0,61866
ZCTA5 61870,1230,47667.0,61870
ZCTA5 61871,343,87250.0,61871
ZCTA5 61872,543,96250.0,61872
ZCTA5 61873,5811,101662.0,61873
ZCTA5 61874,8653,86498.0,61874
ZCTA5 61875,1196,120391.0,61875
ZCTA5 61876,833,64821.0,61876
ZCTA5 61877,1185,90156.0,61877
ZCTA5 61878,1217,70441.0,61878
ZCTA5 61880,4570,90417.0,61880
ZCTA5 61882,632,67813.0,61882
ZCTA5 61883,4412,58009.0,61883
ZCTA5 61884,1081,114881.0,61884
ZCTA5 61910,4947,75045.0,61910
ZCTA5 61911,4647,72500.0,61911
ZCTA5 61912,1173,64000.0,61912
ZCTA5 61913,1229,56912.0,61913
ZCTA5 61914,1783,62396.0,61914
ZCTA5 61917,493,53281.0,61917
ZCTA5 61919,776,68750.0,61919
ZCTA5 61920,20923,53295.0,61920
ZCTA5 61924,2317,71125.0,61924
ZCTA5 61925,1054,74167.0,61925
ZCTA5 61928,643,78333.0,61928
ZCTA5 61929,639,62750.0,61929
ZCTA5 61930,749,85714.0,61930
ZCTA5 61931,1336,61750.0,61931
ZCTA5 61932,542,68594.0,61932
ZCTA5 61933,1114,65625.0,61933
ZCTA5 61936,286,89821.0,61936
ZCTA5 61937,1663,55000.0,61937
ZCTA5 61938,20965,52279.0,61938
ZCTA5 61940,294,53304.0,61940
ZCTA5 61941,196,42092.0,61941
ZCTA5 61942,972,71101.0,61942
ZCTA5 61943,1430,50806.0,61943
ZCTA5 61944,11562,53896.0,61944
ZCTA5 61949,152,57143.0,61949
ZCTA5 61951,7777,76962.0,61951
ZCTA5 61953,6305,65301.0,61953
ZCTA5 61955,193,49286.0,61955
ZCTA5 61956,2931,64773.0,61956
ZCTA5 61957,1778,59224.0,61957
ZCTA5 62001,1766,85938.0,62001
ZCTA5 62002,30166,55041.0,62002
ZCTA5 62006,485,92875.0,62006
ZCTA5 62009,1713,49167.0,62009
ZCTA5 62010,11133,70492.0,62010
ZCTA5 62011,273,38264.0,62011
ZCTA5 62012,6678,86250.0,62012
ZCTA5 62013,527,65875.0,62013
ZCTA5 62014,3749,75903.0,62014
ZCTA5 62015,592,61677.0,62015
ZCTA5 62016,3519,59353.0,62016
ZCTA5 62017,943,75156.0,62017
ZCTA5 62018,2954,44148.0,62018
ZCTA5 62019,317,52031.0,62019
ZCTA5 62021,925,104671.0,62021
ZCTA5 62022,978,101875.0,62022
ZCTA5 62023,150,66875.0,62023
ZCTA5 62024,9350,59784.0,62024
ZCTA5 62025,35947,95872.0,62025
ZCTA5 62026,1054,,62026
ZCTA5 62027,519,74375.0,62027
ZCTA5 62028,1070,60063.0,62028
ZCTA5 62030,75,43125.0,62030
ZCTA5 62031,717,76250.0,62031
ZCTA5 62032,754,59500.0,62032
ZCTA5 62033,4628,64183.0,62033
ZCTA5 62034,14497,91915.0,62034
ZCTA5 62035,16172,83529.0,62035
ZCTA5 62036,548,110288.0,62036
ZCTA5 62037,1542,76250.0,62037
ZCTA5 62040,40716,59542.0,62040
ZCTA5 62044,2256,72368.0,62044
ZCTA5 62045,520,66875.0,62045
ZCTA5 62046,919,83906.0,62046
ZCTA5 62047,1760,119583.0,62047
ZCTA5 62048,1626,42591.0,62048
ZCTA5 62049,8195,64980.0,62049
ZCTA5 62050,278,98155.0,62050
ZCTA5 62051,793,58007.0,62051
ZCTA5 62052,12625,72273.0,62052
ZCTA5 62053,332,64167.0,62053
ZCTA5 62054,367,47917.0,62054
ZCTA5 62056,8758,55227.0,62056
ZCTA5 62058,770,57614.0,62058
ZCTA5 62059,629,19286.0,62059
ZCTA5 62060,3534,32330.0,62060
ZCTA5 62061,1672,72500.0,62061
ZCTA5 62062,8461,91629.0,62062
ZCTA5 62063,977,50156.0,62063
ZCTA5 62067,2106,80014.0,62067
ZCTA5 62069,3230,49000.0,62069
ZCTA5 62074,1213,81250.0,62074
ZCTA5 62075,3168,65064.0,62075
ZCTA5 62076,73,49063.0,62076
ZCTA5 62077,317,59643.0,62077
ZCTA5 62078,102,,62078
ZCTA5 62079,469,,62079
ZCTA5 62080,2688,54688.0,62080
ZCTA5 62081,359,57917.0,62081
ZCTA5 62082,2547,61792.0,62082
ZCTA5 62083,157,,62083
ZCTA5 62084,1601,60694.0,62084
ZCTA5 62085,167,45682.0,62085
ZCTA5 62086,1213,50391.0,62086
ZCTA5 62087,2121,59097.0,62087
ZCTA5 62088,6439,63974.0,62088
ZCTA5 62089,528,45729.0,62089
ZCTA5 62090,1053,58958.0,62090
ZCTA5 62091,325,76250.0,62091
ZCTA5 62092,2422,47348.0,62092
ZCTA5 62093,500,56406.0,62093
ZCTA5 62094,1048,54135.0,62094
ZCTA5 62095,10801,61415.0,62095
ZCTA5 62097,2723,75586.0,62097
ZCTA5 62098,32,,62098
ZCTA5 62201,5166,16916.0,62201
ZCTA5 62203,6076,45221.0,62203
ZCTA5 62204,5908,33730.0,62204
ZCTA5 62205,5754,43371.0,62205
ZCTA5 62206,13477,33067.0,62206
ZCTA5 62207,6637,26155.0,62207
ZCTA5 62208,16690,75538.0,62208
ZCTA5 62214,1050,93389.0,62214
ZCTA5 62215,2074,108438.0,62215
ZCTA5 62216,2980,99821.0,62216
ZCTA5 62217,718,43750.0,62217
ZCTA5 62218,2009,94712.0,62218
ZCTA5 62219,1046,63553.0,62219
ZCTA5 62220,19277,64277.0,62220
ZCTA5 62221,29454,75112.0,62221
ZCTA5 62223,16534,69170.0,62223
ZCTA5 62225,5359,86650.0,62225
ZCTA5 62226,29333,66054.0,62226
ZCTA5 62230,6352,77639.0,62230
ZCTA5 62231,6680,76055.0,62231
ZCTA5 62232,6920,63053.0,62232
ZCTA5 62233,8217,69882.0,62233
ZCTA5 62234,32491,63527.0,62234
ZCTA5 62236,14630,109904.0,62236
ZCTA5 62237,2411,56652.0,62237
ZCTA5 62238,522,68967.0,62238
ZCTA5 62239,4076,64219.0,62239
ZCTA5 62240,2197,57014.0,62240
ZCTA5 62241,900,83021.0,62241
ZCTA5 62242,1534,45521.0,62242
ZCTA5 62243,6271,85389.0,62243
ZCTA5 62244,933,97250.0,62244
ZCTA5 62245,1698,82200.0,62245
ZCTA5 62246,10117,60250.0,62246
ZCTA5 62248,540,76484.0,62248
ZCTA5 62249,16649,86493.0,62249
ZCTA5 62250,652,67708.0,62250
ZCTA5 62253,717,39946.0,62253
ZCTA5 62254,6586,89933.0,62254
ZCTA5 62255,1030,76622.0,62255
ZCTA5 62256,34,76250.0,62256
ZCTA5 62257,1897,64821.0,62257
ZCTA5 62258,10572,89519.0,62258
ZCTA5 62260,6461,93649.0,62260
ZCTA5 62261,12,,62261
ZCTA5 62262,1854,55273.0,62262
ZCTA5 62263,5109,71761.0,62263
ZCTA5 62264,3237,73125.0,62264
ZCTA5 62265,4418,76951.0,62265
ZCTA5 62266,13,,62266
ZCTA5 62268,1001,84868.0,62268
ZCTA5 62269,35467,99258.0,62269
ZCTA5 62271,1994,70625.0,62271
ZCTA5 62272,1898,46098.0,62272
ZCTA5 62273,259,42375.0,62273
ZCTA5 62274,7942,54741.0,62274
ZCTA5 62275,3004,80429.0,62275
ZCTA5 62277,1007,76765.0,62277
ZCTA5 62278,6692,77059.0,62278
ZCTA5 62279,70,235179.0,62279
ZCTA5 62280,562,112992.0,62280
ZCTA5 62281,2811,98651.0,62281
ZCTA5 62282,646,108417.0,62282
ZCTA5 62284,745,52670.0,62284
ZCTA5 62285,4512,120000.0,62285
ZCTA5 62286,5372,61315.0,62286
ZCTA5 62288,2701,62083.0,62288
ZCTA5 62289,397,50250.0,62289
ZCTA5 62292,824,42411.0,62292
ZCTA5 62293,4392,84191.0,62293
ZCTA5 62294,15289,103215.0,62294
ZCTA5 62295,1449,82222.0,62295
ZCTA5 62297,338,71591.0,62297
ZCTA5 62298,17192,93066.0,62298
ZCTA5 62301,30944,50712.0,62301
ZCTA5 62305,19473,84700.0,62305
ZCTA5 62311,777,38156.0,62311
ZCTA5 62312,1933,62861.0,62312
ZCTA5 62313,330,100625.0,62313
ZCTA5 62314,470,80938.0,62314
ZCTA5 62316,876,59911.0,62316
ZCTA5 62319,240,62727.0,62319
ZCTA5 62320,2557,83313.0,62320
ZCTA5 62321,3717,76635.0,62321
ZCTA5 62323,247,64609.0,62323
ZCTA5 62324,1398,62917.0,62324
ZCTA5 62325,471,80000.0,62325
ZCTA5 62326,2315,57861.0,62326
ZCTA5 62330,1472,49853.0,62330
ZCTA5 62334,166,35250.0,62334
ZCTA5 62336,94,60000.0,62336
ZCTA5 62338,1010,82672.0,62338
ZCTA5 62339,1005,64375.0,62339
ZCTA5 62340,1700,44097.0,62340
ZCTA5 62341,3453,55815.0,62341
ZCTA5 62343,761,57475.0,62343
ZCTA5 62344,20,,62344
ZCTA5 62345,379,73333.0,62345
ZCTA5 62346,128,74286.0,62346
ZCTA5 62347,1999,77868.0,62347
ZCTA5 62348,219,72125.0,62348
ZCTA5 62349,680,59643.0,62349
ZCTA5 62351,1934,76071.0,62351
ZCTA5 62352,215,45893.0,62352
ZCTA5 62353,5006,64611.0,62353
ZCTA5 62354,1435,57500.0,62354
ZCTA5 62355,1062,63625.0,62355
ZCTA5 62356,633,66000.0,62356
ZCTA5 62357,261,56157.0,62357
ZCTA5 62358,513,59688.0,62358
ZCTA5 62359,126,,62359
ZCTA5 62360,1898,62688.0,62360
ZCTA5 62361,330,52000.0,62361
ZCTA5 62362,353,34886.0,62362
ZCTA5 62363,5195,52899.0,62363
ZCTA5 62365,406,70694.0,62365
ZCTA5 62366,1440,56250.0,62366
ZCTA5 62367,1349,49990.0,62367
ZCTA5 62370,332,88906.0,62370
ZCTA5 62373,267,41806.0,62373
ZCTA5 62374,211,66250.0,62374
ZCTA5 62375,508,71378.0,62375
ZCTA5 62376,1106,87656.0,62376
ZCTA5 62378,814,54896.0,62378
ZCTA5 62379,1800,60804.0,62379
ZCTA5 62380,452,62105.0,62380
ZCTA5 62401,19240,72438.0,62401
ZCTA5 62410,1248,80000.0,62410
ZCTA5 62411,4070,71157.0,62411
ZCTA5 62413,286,85192.0,62413
ZCTA5 62414,1644,51458.0,62414
ZCTA5 62417,2807,53000.0,62417
ZCTA5 62418,2076,51027.0,62418
ZCTA5 62419,258,87750.0,62419
ZCTA5 62420,4082,56051.0,62420
ZCTA5 62421,406,68750.0,62421
ZCTA5 62422,938,58672.0,62422
ZCTA5 62423,843,75568.0,62423
ZCTA5 62424,2475,76833.0,62424
ZCTA5 62425,843,111016.0,62425
ZCTA5 62426,890,51250.0,62426
ZCTA5 62427,1948,66536.0,62427
ZCTA5 62428,2801,56250.0,62428
ZCTA5 62431,719,70000.0,62431
ZCTA5 62432,639,155893.0,62432
ZCTA5 62433,1150,68681.0,62433
ZCTA5 62434,335,,62434
ZCTA5 62436,760,55500.0,62436
ZCTA5 62438,211,48500.0,62438
ZCTA5 62439,7005,53766.0,62439
ZCTA5 62440,1055,66058.0,62440
ZCTA5 62441,6927,76681.0,62441
ZCTA5 62442,2540,58438.0,62442
ZCTA5 62443,1849,77083.0,62443
ZCTA5 62444,407,52500.0,62444
ZCTA5 62445,1150,76761.0,62445
ZCTA5 62446,353,84792.0,62446
ZCTA5 62447,3172,90074.0,62447
ZCTA5 62448,5411,63606.0,62448
ZCTA5 62449,2957,57679.0,62449
ZCTA5 62450,12327,62033.0,62450
ZCTA5 62451,1981,62250.0,62451
ZCTA5 62452,325,49375.0,62452
ZCTA5 62454,10604,64668.0,62454
ZCTA5 62458,2275,52375.0,62458
ZCTA5 62459,289,73125.0,62459
ZCTA5 62460,1171,63533.0,62460
ZCTA5 62461,652,68194.0,62461
ZCTA5 62462,1197,66518.0,62462
ZCTA5 62463,1160,53226.0,62463
ZCTA5 62464,157,72813.0,62464
ZCTA5 62465,913,80515.0,62465
ZCTA5 62466,4171,62361.0,62466
ZCTA5 62467,3929,96339.0,62467
ZCTA5 62468,2369,71444.0,62468
ZCTA5 62469,388,107632.0,62469
ZCTA5 62471,10305,51429.0,62471
ZCTA5 62473,1143,69837.0,62473
ZCTA5 62474,624,60357.0,62474
ZCTA5 62475,289,69375.0,62475
ZCTA5 62476,1385,62829.0,62476
ZCTA5 62477,778,54375.0,62477
ZCTA5 62478,351,85956.0,62478
ZCTA5 62479,808,71932.0,62479
ZCTA5 62480,522,41949.0,62480
ZCTA5 62481,329,73913.0,62481
ZCTA5 62501,2242,90371.0,62501
ZCTA5 62510,1495,52799.0,62510
ZCTA5 62512,502,52885.0,62512
ZCTA5 62513,1485,69297.0,62513
ZCTA5 62514,380,58083.0,62514
ZCTA5 62515,1059,92847.0,62515
ZCTA5 62517,238,71250.0,62517
ZCTA5 62518,181,50093.0,62518
ZCTA5 62519,46,,62519
ZCTA5 62520,1513,89044.0,62520
ZCTA5 62521,33453,62955.0,62521
ZCTA5 62522,15010,50144.0,62522
ZCTA5 62523,800,12663.0,62523
ZCTA5 62526,30572,46599.0,62526
ZCTA5 62530,1415,70966.0,62530
ZCTA5 62531,1892,91711.0,62531
ZCTA5 62532,64,,62532
ZCTA5 62533,788,72917.0,62533
ZCTA5 62534,1062,68333.0,62534
ZCTA5 62535,3856,107944.0,62535
ZCTA5 62536,741,132216.0,62536
ZCTA5 62537,329,68438.0,62537
ZCTA5 62538,471,61563.0,62538
ZCTA5 62539,1151,83542.0,62539
ZCTA5 62540,1186,62446.0,62540
ZCTA5 62541,46,,62541
ZCTA5 62543,652,62462.0,62543
ZCTA5 62544,1600,74833.0,62544
ZCTA5 62545,1296,74318.0,62545
ZCTA5 62546,1564,80417.0,62546
ZCTA5 62547,767,63750.0,62547
ZCTA5 62548,2202,68602.0,62548
ZCTA5 62549,6684,98851.0,62549
ZCTA5 62550,2902,77431.0,62550
ZCTA5 62551,924,65750.0,62551
ZCTA5 62553,359,78750.0,62553
ZCTA5 62554,1727,92344.0,62554
ZCTA5 62555,1545,74800.0,62555
ZCTA5 62556,321,51731.0,62556
ZCTA5 62557,7002,53060.0,62557
ZCTA5 62558,3489,76657.0,62558
ZCTA5 62560,1408,70500.0,62560
ZCTA5 62561,5107,72302.0,62561
ZCTA5 62563,5759,112938.0,62563
ZCTA5 62565,7590,61389.0,62565
ZCTA5 62567,899,55625.0,62567
ZCTA5 62568,16292,56201.0,62568
ZCTA5 62570,630,84500.0,62570
ZCTA5 62571,1321,66207.0,62571
ZCTA5 62572,530,91750.0,62572
ZCTA5 62573,1319,86719.0,62573
ZCTA5 62601,329,100179.0,62601
ZCTA5 62610,150,46875.0,62610
ZCTA5 62611,1114,64375.0,62611
ZCTA5 62612,1482,69524.0,62612
ZCTA5 62613,3857,94058.0,62613
ZCTA5 62615,5490,94871.0,62615
ZCTA5 62617,478,51786.0,62617
ZCTA5 62618,7318,62768.0,62618
ZCTA5 62621,1219,76667.0,62621
ZCTA5 62622,90,,62622
ZCTA5 62624,266,,62624
ZCTA5 62625,874,139375.0,62625
ZCTA5 62626,7840,64888.0,62626
ZCTA5 62627,1023,59783.0,62627
ZCTA5 62628,799,76579.0,62628
ZCTA5 62629,15245,104600.0,62629
ZCTA5 62630,686,74777.0,62630
ZCTA5 62631,294,58047.0,62631
ZCTA5 62633,603,41711.0,62633
ZCTA5 62634,984,75962.0,62634
ZCTA5 62635,671,65096.0,62635
ZCTA5 62638,1288,78500.0,62638
ZCTA5 62639,213,,62639
ZCTA5 62640,3273,65000.0,62640
ZCTA5 62642,1417,74621.0,62642
ZCTA5 62643,696,78237.0,62643
ZCTA5 62644,4690,53970.0,62644
ZCTA5 62649,408,68750.0,62649
ZCTA5 62650,24627,60143.0,62650
ZCTA5 62655,719,50625.0,62655
ZCTA5 62656,18216,57379.0,62656
ZCTA5 62661,1477,66618.0,62661
ZCTA5 62663,185,70893.0,62663
ZCTA5 62664,2945,68013.0,62664
ZCTA5 62665,1361,49531.0,62665
ZCTA5 62666,517,87750.0,62666
ZCTA5 62667,560,60000.0,62667
ZCTA5 62668,1322,65833.0,62668
ZCTA5 62670,2514,80521.0,62670
ZCTA5 62671,530,98235.0,62671
ZCTA5 62672,150,44583.0,62672
ZCTA5 62673,328,63523.0,62673
ZCTA5 62674,1398,41042.0,62674
ZCTA5 62675,5877,83291.0,62675
ZCTA5 62677,2176,91607.0,62677
ZCTA5 62681,5717,64653.0,62681
ZCTA5 62682,751,66750.0,62682
ZCTA5 62684,5669,136827.0,62684
ZCTA5 62685,1692,58500.0,62685
ZCTA5 62688,852,77500.0,62688
ZCTA5 62689,557,56563.0,62689
ZCTA5 62690,3830,77857.0,62690
ZCTA5 62691,2355,71213.0,62691
ZCTA5 62692,2228,63883.0,62692
ZCTA5 62693,1805,122313.0,62693
ZCTA5 62694,2891,62115.0,62694
ZCTA5 62695,473,65375.0,62695
ZCTA5 62701,1078,31500.0,62701
ZCTA5 62702,32539,51814.0,62702
ZCTA5 62703,28809,43760.0,62703
ZCTA5 62704,40495,63120.0,62704
ZCTA5 62706,0,,62706
ZCTA5 62707,7725,86500.0,62707
ZCTA5 62711,17759,117594.0,62711
ZCTA5 62712,10275,103452.0,62712
ZCTA5 62801,19976,52840.0,62801
ZCTA5 62803,1128,83438.0,62803
ZCTA5 62806,3316,63295.0,62806
ZCTA5 62807,832,79667.0,62807
ZCTA5 62808,1902,64613.0,62808
ZCTA5 62809,288,41620.0,62809
ZCTA5 62810,1032,63068.0,62810
ZCTA5 62811,256,40208.0,62811
ZCTA5 62812,11396,51978.0,62812
ZCTA5 62814,1782,66842.0,62814
ZCTA5 62815,280,73571.0,62815
ZCTA5 62816,1104,54679.0,62816
ZCTA5 62817,573,55192.0,62817
ZCTA5 62818,409,62917.0,62818
ZCTA5 62819,267,42727.0,62819
ZCTA5 62820,133,,62820
ZCTA5 62821,7005,55646.0,62821
