date,cloud_fraction,period,usable,cloud_pct
2022-12-13,0.001293473386911876,post,True,0.1
2022-12-14,0.0036217254833532534,post,True,0.4
2022-12-15,0.0036217254833532534,post,True,0.4
2022-12-16,0.958548996771896,post,False,95.9
2022-12-17,0.9995029004238535,post,False,100.0
2022-12-18,0.9667166471546628,post,False,96.7
2022-12-19,0.5152284933419107,post,False,51.5
2022-12-20,0.9975743569661912,post,False,99.8
2022-12-21,0.4399097916442636,post,False,44.0
2022-12-22,0.2878673210796601,post,True,28.8
2022-12-23,1.0,post,False,100.0
2022-12-24,0.8704801981905577,post,False,87.0
2022-12-25,1.0,post,False,100.0
2022-12-27,1.0,post,False,100.0
2022-12-28,0.001293473386911876,post,True,0.1
2022-12-29,0.005491428583022734,post,True,0.5
2022-12-30,0.24454052781830127,post,True,24.5
