event_id,event_name,facility_type,n_facilities,buffer_radius,pre_buffer_ntl,pre_nonbuffer_ntl,post_buffer_ntl,post_nonbuffer_ntl,resilience_buffer,resilience_nonbuffer,resilience_advantage
maria_sanjuan,Hurricane Maria (San Juan),aerodrome,3,1250,0.17656300548050138,2.8647001760977284,0.11154706655321894,1.2338672521952037,0.6317691877166055,0.430714272470904,0.20105491524570152
maria_sanjuan,Hurricane Maria (San Juan),clinic,113,750,1.3164423858677898,2.459636652911151,0.5711599242042851,1.0713151798054978,0.43386625220805264,0.4355583083938524,-0.0016920561857997618
maria_sanjuan,Hurricane Maria (San Juan),fire_station,12,750,0.4242346032902046,2.883919609917535,0.18703092252080505,1.2604960009858415,0.44086673050775044,0.43707737089865867,0.003789359609091769
maria_sanjuan,Hurricane Maria (San Juan),government,120,750,1.2287110222710504,2.4213929529543274,0.5779469391784152,1.02272965618082,0.4703684826642025,0.42237244266073926,0.04799604000346325
maria_sanjuan,Hurricane Maria (San Juan),hospital,28,750,0.8682829207844205,2.7442494410055653,0.38348306030840484,1.1961151748090177,0.4416568046299474,0.4358624099311941,0.0057943946987533135
maria_sanjuan,Hurricane Maria (San Juan),plant,7,750,0.17080427995986408,2.92019815798159,0.1021142103583426,1.2663378812171318,0.5978433935164715,0.4336479282256691,0.16419546529080242
maria_sanjuan,Hurricane Maria (San Juan),police,45,750,1.1368425907912079,2.674764377099496,0.508577207455764,1.1639845210152704,0.4473593895719633,0.4351727318417073,0.012186657730256012
maria_sanjuan,Hurricane Maria (San Juan),public_building,1,750,0.025709433274136648,2.962602588865492,0.01092822044282346,1.2963362287830662,0.4250665631675789,0.43756669681419846,-0.01250013364661956
maria_sanjuan,Hurricane Maria (San Juan),substation,95,750,1.6878003500126026,2.2674563416728266,0.7847559097650889,0.9549529979357848,0.4649577835193773,0.4211560683154163,0.04380171520396098
maria_sanjuan,Hurricane Maria (San Juan),townhall,8,750,0.16633919102174263,2.9260965629860207,0.0754268784579393,1.2786608612215198,0.4534522381323837,0.4369851895511858,0.016467048581197907
maria_sanjuan,Hurricane Maria (San Juan),water_works,2,750,0.044356061007689546,2.9580605736485235,0.020394502232807712,1.2942988582559534,0.4597906524944163,0.4375498155061587,0.02224083698825763
maria_sanjuan,Hurricane Maria (San Juan),_all_combined,434,mixed,2.384323349705449,1.4523485325000904,1.0742116369105674,0.5805125345249433,0.4505310225826845,0.399706077111974,0.050824945470710536
michael_panamacity,Hurricane Michael (Panama City),clinic,13,750,0.012136386779065315,0.11862588215332764,0.009698704992687063,0.11131461880036762,0.7991427077305138,0.9383670475595707,-0.1392243398290569
michael_panamacity,Hurricane Michael (Panama City),fire_station,11,750,0.010701846671648897,0.12157055850212391,0.00835269511111879,0.11382173938410622,0.7804910093924788,0.9362607261701252,-0.1557697167776464
michael_panamacity,Hurricane Michael (Panama City),government,15,750,0.013835544035268517,0.11951193500023621,0.010665755995017076,0.1124058295573507,0.7708953090553391,0.9405406209608147,-0.1696453119054756
michael_panamacity,Hurricane Michael (Panama City),hospital,3,750,0.003345665093197917,0.12302849155205947,0.0027665579142714183,0.11498506973896708,0.8269082042599292,0.9346214709160372,-0.10771326665610803
michael_panamacity,Hurricane Michael (Panama City),police,5,750,0.003745917732325884,0.12264436254134545,0.0030932396409168307,0.11467665423239981,0.8257628335569993,0.9350340436050649,-0.10927121004806561
michael_panamacity,Hurricane Michael (Panama City),substation,16,750,0.015228326289126506,0.12011378831588305,0.012535254567462418,0.11256455651351384,0.8231537944135711,0.9371493322438904,-0.11399553783031935
michael_panamacity,Hurricane Michael (Panama City),townhall,2,750,0.0014563191843290741,0.1232761236337515,0.0009480127786186391,0.11530813596078328,0.6509649730772367,0.9353647126621145,-0.28439973958487785
michael_panamacity,Hurricane Michael (Panama City),water_works,12,750,0.0140842695075732,0.12058170311726056,0.010648356707367515,0.113291071248906,0.7560460769116797,0.9395378263876012,-0.1834917494759215
michael_panamacity,Hurricane Michael (Panama City),_all_combined,77,mixed,0.044689973386434406,0.1060792809495559,0.03565024676333581,0.10182488901274545,0.797723606927844,0.9598942234644903,-0.16217061653664622
earthquake_sanjuan,Puerto Rico Earthquake (San Juan),aerodrome,3,1250,0.2001528650522232,3.5922065019607543,0.18187263402445564,3.1840348408139985,0.9086686517177859,0.8863729963954018,0.02229565532238409
earthquake_sanjuan,Puerto Rico Earthquake (San Juan),clinic,113,750,1.7092799246311188,3.0563979744911194,1.4693838851205234,2.712559856217483,0.8596508178364245,0.8875021770255935,-0.027851359189169034
earthquake_sanjuan,Puerto Rico Earthquake (San Juan),fire_station,12,750,0.5275327578186989,3.5962681651115416,0.4621477836164935,3.187558050813346,0.8760551392626944,0.8863516024018417,-0.010296463139147338
earthquake_sanjuan,Puerto Rico Earthquake (San Juan),government,120,750,1.6025329649448394,3.0056190371513365,1.37817068757682,2.6535439491271973,0.859995218647036,0.8828610400479,-0.022865821400864017
earthquake_sanjuan,Puerto Rico Earthquake (San Juan),hospital,28,750,1.139047807455063,3.4245028495788574,0.9788058831773955,3.0297174782588563,0.8593194041295853,0.8847174645018762,-0.025398060372290865
earthquake_sanjuan,Puerto Rico Earthquake (San Juan),plant,7,750,0.20985645577311515,3.6446868062019346,0.188735565748708,3.229897926593649,0.8993555383054699,0.8861935464790924,0.01316199182637745
earthquake_sanjuan,Puerto Rico Earthquake (San Juan),police,45,750,1.467307710647583,3.336761546134949,1.2692172198460019,2.9519291170712174,0.8649973080873707,0.884668885162174,-0.01967157707480327
earthquake_sanjuan,Puerto Rico Earthquake (San Juan),public_building,1,750,0.03534418428316712,3.6947611808776855,0.030771864899273575,3.274523381529183,0.8706344628790559,0.8862611739228364,-0.01562671104378055
earthquake_sanjuan,Puerto Rico Earthquake (San Juan),substation,95,750,2.182799571752548,2.83642578125,1.8882987704770318,2.4982098464308113,0.8650811530812862,0.8807598150267346,-0.015678661945448424
earthquake_sanjuan,Puerto Rico Earthquake (San Juan),townhall,8,750,0.2225031852722168,3.6470197677612304,0.18865042873497667,3.2293883603194664,0.847854957690499,0.8854869361736054,-0.0376319784831064
earthquake_sanjuan,Puerto Rico Earthquake (San Juan),water_works,2,750,0.059397540614008905,3.689148187637329,0.04874754954000999,3.269841638104669,0.8206997972658968,0.8863405512042606,-0.06564075393836377
earthquake_sanjuan,Puerto Rico Earthquake (San Juan),_all_combined,434,mixed,3.0663957476615904,1.8046507775783538,2.652642455594293,1.5842343116628712,0.8650685279671344,0.8778619837954146,-0.012793455828280176
ida_neworleans,Hurricane Ida (New Orleans),aerodrome,3,1250,0.11673589713043636,3.4603643947177463,0.11179312190839223,3.2578921828951155,0.957658480865391,0.9414881819580316,0.016170298907359326
ida_neworleans,Hurricane Ida (New Orleans),clinic,32,750,0.8255134953392876,3.2751553058624268,0.8153997157301222,3.0699369737080167,0.9877484987631744,0.9373408852438002,0.05040761351937417
ida_neworleans,Hurricane Ida (New Orleans),fire_station,56,750,1.480995323922899,3.1098730829026966,1.404202037198203,2.920229881150382,0.9481475157387507,0.9390189899404818,0.009128525798268838
ida_neworleans,Hurricane Ida (New Orleans),government,32,750,0.5943616992897458,3.2970768080817328,0.5779983230999538,3.1022315876824513,0.9724689928551149,0.9409036453376881,0.03156534751742679
ida_neworleans,Hurricane Ida (New Orleans),hospital,23,750,0.6969559325112237,3.342193841934204,0.6854570133345468,3.1378654275621685,0.9835012249121048,0.9388639845456163,0.04463724036648853
ida_neworleans,Hurricane Ida (New Orleans),plant,6,750,0.1307031379805671,3.489704317516751,0.13641360785279955,3.282653767721994,1.0436903808161169,0.9406681681438006,0.10302221267231626
ida_neworleans,Hurricane Ida (New Orleans),police,27,750,0.8344635764757792,3.2976438999176025,0.8054149908678873,3.101751504625593,0.9651889112637199,0.940596255618472,0.02459265564524782
ida_neworleans,Hurricane Ida (New Orleans),substation,50,750,1.090427080790202,3.2606589794158936,1.064479615007128,3.0606772184371946,0.9762043090820246,0.938668299187018,0.037536009895006606
ida_neworleans,Hurricane Ida (New Orleans),townhall,2,750,0.07796028215024206,3.4984615908728705,0.06609313498650278,3.2957455260413036,0.8477795765173173,0.9420556551598472,-0.09427607864252996
ida_neworleans,Hurricane Ida (New Orleans),water_works,8,750,0.0474705191122161,3.5026227633158364,0.0469007597970111,3.2973116500037056,0.9879976177665524,0.9413836067468001,0.046614011019752266
ida_neworleans,Hurricane Ida (New Orleans),_all_combined,239,mixed,2.602449576059977,2.2350215117136636,2.4881378139768326,2.0697616355759756,0.9560753210610872,0.9260589326449131,0.030016388416174045
laura_lakecharles,Hurricane Laura (Lake Charles),aerodrome,7,1250,0.15291126864030957,2.0168557465076447,0.1375798759834161,1.9854046068494282,0.8997366721679797,0.9844058556430343,-0.08466918347505459
laura_lakecharles,Hurricane Laura (Lake Charles),clinic,11,750,0.19360403157770634,2.03736212849617,0.16129659196095808,2.0202962794001142,0.833126204276479,0.991623556334262,-0.15849735205778304
