osm_id,name,type,lat,lon
378875448,40th Street Substation,substation,25.8131058,-80.128059
378875449,Miami Beach Substation,substation,25.7711693,-80.1488638
378875450,Normandy Beach Substation,substation,25.8724521,-80.122493
378875451,Simpson Substation,substation,25.760805,-80.1966846
378875455,Virginia Key Substation,substation,25.74799,-80.153495
380192790,Boulevard Substation,substation,25.8793335,-80.1705609
381095266,MDWASA JOHN PRESTON,water_works,25.8315901,-80.2866962
381095276,Latin Quarter Substation,substation,25.7678662,-80.2229627
395649834,Highland Park Pavilion,hospital,25.7910986,-80.2083983
396424891,Miami South Police Station,police,25.7722534,-80.2317083
405464531,Coral Gables Tag Agency,government,25.7585232,-80.259215
416557593,Coral Gables City Hall,townhall,25.7491433,-80.263487
419278726,unnamed,townhall,25.8548694,-80.1876435
420073420,Care Resource,hospital,25.8127215,-80.1888413
435234915,Miami Best HGH Doctors and Clinics,clinic,25.7794781,-80.2306578
435388475,Miami Fire / Rescue Station 10,fire_station,25.7789586,-80.2632526
435389847,Bal Harbour Village Hall,townhall,25.8872815,-80.1267956
435517040,Key Biscayne Fire Department Station 15,fire_station,25.7028446,-80.1608615
435540926,unnamed,government,25.8003012,-80.3385765
435541446,Select Specialty Hospital - Miami,hospital,25.7770165,-80.210852
435565588,Miami Police Station,police,25.7781541,-80.1983805
435565975,unnamed,fire_station,25.8628249,-80.1936884
435567527,North Miami Police Department,police,25.8891554,-80.1837893
435578923,Fontainebleau Fire Department Station 48,fire_station,25.7911069,-80.338766
435730812,RiteCare Urgent Care Medical Center,clinic,25.8670189,-80.3018487
435738500,Greater Miami Expressway Agency,government,25.7946712,-80.2572778
435738801,Miami Police Department - Bomb Squad,police,25.781073,-80.2138679
435739319,Social Security Administration,government,25.7649355,-80.2544317
435746373,Miami City Hall,townhall,25.7277357,-80.2338342
435747596,Town of Surfside Town Hall,townhall,25.8813555,-80.1228025
435748054,UHealth Jackson Urgent Care,clinic,25.8965911,-80.1621369
435846690,unnamed,government,25.7037276,-80.2920386
435848303,unnamed,police,25.7152419,-80.3359737
435883259,Florida Highway Patrol Troop E Investigations,police,25.7721509,-80.237749
436033314,Miami - Dade County Police Department,police,25.7764955,-80.1989949
436033485,Citrus Health Network,clinic,25.8597449,-80.3216491
436033521,Miami Beach Community Health Center North,clinic,25.8829173,-80.1651428
436039527,Miami Beach Number 4 Fire Station,fire_station,25.8538996,-80.1240631
436039785,North Miami City Hall,townhall,25.8901626,-80.1826947
436108380,Old City Hall,townhall,25.7826242,-80.1326434
436125077,Miami Fire / Rescue Station 3,fire_station,25.780539,-80.2135963
436125238,Leon Medical Centers,clinic,25.770983,-80.3253136
438172916,Miami-Opa Locka Executive Airport,aerodrome,25.9057006,-80.2753172
466832029,Miami Shores Police Station,police,25.8667981,-80.1938178
