date,period,facility_type,buffer_ntl,nonbuffer_ntl,resilience_buffer,resilience_nonbuffer
2019-12-02,pre,aerodrome,0.24052509665489197,4.378927707672119,1.2017069882668678,1.2190077895805669
2019-12-02,pre,clinic,2.1722028255462646,3.7080068588256836,1.2708291920149064,1.2131950386608454
2019-12-02,pre,fire_station,0.6621028184890747,4.354461193084717,1.2550932784284545,1.2108277228402013
2019-12-02,pre,government,2.0469727516174316,3.672541618347168,1.2773358154837646,1.2218919207498522
2019-12-02,pre,hospital,1.4768311977386475,4.139081001281738,1.2965489139900834,1.208666245318137
2019-12-02,pre,plant,0.2803365886211395,4.409273624420166,1.3358492479460506,1.2097812127278487
2019-12-02,pre,police,1.8751507997512817,4.050207614898682,1.2779533468979734,1.2138139207430434
2019-12-02,pre,public_building,0.049693115055561066,4.481414318084717,1.405977137778441,1.21291041523289
2019-12-02,pre,substation,2.7931666374206543,3.419990062713623,1.2796257950417538,1.2057393094228783
2019-12-02,pre,townhall,0.2904728949069977,4.4271111488342285,1.3054774678916383,1.2138983144453497
2019-12-02,pre,water_works,0.0762355774641037,4.476663112640381,1.2834803710058584,1.2134679565440298
2019-12-02,pre,_all_combined,3.844245195388794,2.1902174949645996,1.2536689689582259,1.2136517060124146
2019-12-04,pre,aerodrome,0.16280204057693481,3.2020103931427,0.8133885094997618,0.8913770384288678
2019-12-04,pre,clinic,1.5211117267608643,2.7179582118988037,0.8899137612519123,0.8892684246564243
2019-12-04,pre,fire_station,0.470891535282135,3.2072882652282715,0.8926299425067548,0.8918379047322225
2019-12-04,pre,government,1.4166330099105835,2.6963448524475098,0.8839961741188551,0.8971013355714733
2019-12-04,pre,hospital,0.999893844127655,3.0570600032806396,0.877833079159061,0.8927018424460048
2019-12-04,pre,plant,0.19325540959835052,3.2595300674438477,0.9208933262805471,0.8943237761602204
2019-12-04,pre,police,1.3159246444702148,2.9818780422210693,0.8968293664111145,0.893644331784826
2019-12-04,pre,public_building,0.028814492747187614,3.3027193546295166,0.8152541452459178,0.893892512382887
2019-12-04,pre,substation,1.9133602380752563,2.545628309249878,0.8765624947136298,0.8974774965301687
2019-12-04,pre,townhall,0.20498980581760406,3.251368761062622,0.9212893090353454,0.8915138847899682
2019-12-04,pre,water_works,0.05340421199798584,3.296734094619751,0.8990980341261884,0.8936301625582314
2019-12-04,pre,_all_combined,2.758098840713501,1.613646149635315,0.8994595178449506,0.8941597840888937
2019-12-05,pre,aerodrome,0.1521502137184143,3.0383241176605225,0.760170051419028,0.8458099822496554
2019-12-05,pre,clinic,1.4903278350830078,2.5556936264038086,0.8719039015242848,0.8361782882117383
2019-12-05,pre,fire_station,0.45527568459510803,3.0363523960113525,0.8630282723629004,0.8443064467405137
2019-12-05,pre,government,1.4188703298568726,2.496037721633911,0.8853922888916742,0.8304571174128588
2019-12-05,pre,hospital,0.9927995800971985,2.8932440280914307,0.8716048383565023,0.8448654170187767
2019-12-05,pre,plant,0.21516810357570648,3.058872938156128,1.0253108620510296,0.8392690787452672
2019-12-05,pre,police,1.2683731317520142,2.819737434387207,0.8644220449112403,0.8450521247625191
2019-12-05,pre,public_building,0.02214518003165722,3.1145217418670654,0.6265579608298951,0.8429561721029057
2019-12-05,pre,substation,1.9513297080993652,2.3542566299438477,0.8939573442066703,0.8300081904157343
2019-12-05,pre,townhall,0.18949337303638458,3.0749402046203613,0.8516434171697495,0.8431377948104605
2019-12-05,pre,water_works,0.04579838737845421,3.108605146408081,0.7710485468762432,0.8426349358438079
2019-12-05,pre,_all_combined,2.6436564922332764,1.4926872253417969,0.8621380636368636,0.8271335617325485
2019-12-06,pre,aerodrome,0.11564841866493225,3.1298434734344482,0.5778004658327407,0.8712871801011629
