date,period,facility_type,buffer_ntl,nonbuffer_ntl,resilience_buffer,resilience_nonbuffer
2021-08-09,pre,aerodrome,0.0774468183517456,2.8732333183288574,0.6634361859163973,0.8303268068284526
2021-08-09,pre,clinic,0.7188777923583984,2.713733673095703,0.8708250033670719,0.8285816761843946
2021-08-09,pre,fire_station,1.2121893167495728,2.5235633850097656,0.8184963835933622,0.8114682875271294
2021-08-09,pre,government,0.5424714088439941,2.6686196327209473,0.9126957700878777,0.8093895860052993
2021-08-09,pre,hospital,0.6279305815696716,2.749619722366333,0.9009616710014295,0.8226990570885215
2021-08-09,pre,plant,0.09084489196538925,2.9006640911102295,0.6950475204267555,0.8312062648259901
2021-08-09,pre,police,0.7228073477745056,2.7005667686462402,0.8661940055276763,0.8189382633806273
2021-08-09,pre,substation,0.8995093703269958,2.69162654876709,0.8249147386133758,0.8254854511799518
2021-08-09,pre,townhall,0.08296890556812286,2.883953094482422,1.064245834926923,0.8243489372604123
2021-08-09,pre,water_works,0.03885922208428383,2.908419132232666,0.8185969484012608,0.8303546595692611
2021-08-09,pre,_all_combined,2.155017137527466,1.7699183225631714,0.8280725810603757,0.7919021420094152
2021-08-11,pre,aerodrome,0.11398322880268097,3.410743236541748,0.9764196926959009,0.9856601350274714
2021-08-11,pre,clinic,0.8225593566894531,3.2211804389953613,0.9964214532330324,0.9835199061337787
2021-08-11,pre,fire_station,1.4708003997802734,3.068086862564087,0.993116167230278,0.9865633679495347
2021-08-11,pre,government,0.5663257241249084,3.2689647674560547,0.9528301113642754,0.9914736470327987
2021-08-11,pre,hospital,0.6462277770042419,3.307818651199341,0.9272146872698227,0.9897147824570912
2021-08-11,pre,plant,0.13591891527175903,3.4287774562835693,1.0399055246245688,0.9825409674603788
2021-08-11,pre,police,0.8445320725440979,3.2483632564544678,1.012065830495372,0.985055801972928
2021-08-11,pre,substation,1.109590768814087,3.2238190174102783,1.0175744791756252,0.9887016820102374
2021-08-11,pre,townhall,0.07407329976558685,3.440183401107788,0.9501415043988122,0.9833417665875983
2021-08-11,pre,water_works,0.05006736144423485,3.441464900970459,1.0547043171337571,0.982539409328945
2021-08-11,pre,_all_combined,2.575059413909912,2.254206657409668,0.989475238097972,1.0085838751866394
2021-08-13,pre,aerodrome,0.0966416671872139,2.660722255706787,0.8278658884098872,0.7689138923543386
2021-08-13,pre,clinic,0.6378069519996643,2.5178630352020264,0.7726184436724737,0.7687766838705723
2021-08-13,pre,fire_station,1.202502965927124,2.3819122314453125,0.8119559505035457,0.7659194339924897
2021-08-13,pre,government,0.5012442469596863,2.5251734256744385,0.8433320107245578,0.7658824991534261
2021-08-13,pre,hospital,0.5152004957199097,2.5806283950805664,0.7392153100176286,0.7721360630558453
2021-08-13,pre,plant,0.10387040674686432,2.688115358352661,0.7947047664785809,0.7702988888942618
2021-08-13,pre,police,0.6717218160629272,2.534531593322754,0.80497439912217,0.7685886257718985
2021-08-13,pre,substation,0.8747438788414001,2.517191171646118,0.8022030030724272,0.7719884807141167
2021-08-13,pre,townhall,0.06309198588132858,2.6963868141174316,0.809283703716466,0.7707350056813629
2021-08-13,pre,water_works,0.04159856215119362,2.6901423931121826,0.8763030809260439,0.7680365757017746
2021-08-13,pre,_all_combined,2.0400452613830566,1.7242189645767212,0.783894251073874,0.7714551987710877
2021-08-14,pre,aerodrome,0.08185940980911255,2.819690227508545,0.7012359678672437,0.8148535546755735
2021-08-14,pre,clinic,0.6385006308555603,2.638911724090576,0.7734587435098627,0.80573636290377
2021-08-14,pre,fire_station,1.191767930984497,2.470599889755249,0.8047074232670168,0.794437529730068
2021-08-14,pre,government,0.5061286091804504,2.637881278991699,0.8515498387350116,0.8000666749788098
2021-08-14,pre,hospital,0.5382047891616821,2.714696168899536,0.7722221220249316,0.8122497668562753
2021-08-14,pre,plant,0.08140360563993454,2.8470091819763184,0.6228129400538004,0.815831062730905
2021-08-14,pre,police,0.699820339679718,2.654644012451172,0.8386469576482836,0.8050123339628948
2021-08-14,pre,substation,0.8673439025878906,2.619016170501709,0.7954166930257738,0.8032168304122601
2021-08-14,pre,townhall,0.06015903875231743,2.8511064052581787,0.7716626606915203,0.8149600420643247
2021-08-14,pre,water_works,0.03948482498526573,2.854628562927246,0.8317757151955112,0.8149974335874092
2021-08-14,pre,_all_combined,2.022207736968994,1.7420721054077148,0.7770401223414096,0.7794431043627905
